product_name,product_category,product_type,weight,fragility,fragility_score,current_material,cost_per_unit,co2_emission_kg,recyclability,biodegradability,durability,recommended_material,rec_co2,rec_cost,rec_recyclability,rec_biodegradability
jeans packaging,Fashion & Apparel,jeans packaging,734.0,low,1.0,corrugated cardboard,0.3453,0.6274,0.9238,0.7238,0.5534,Bamboo,0.2202,2.3487,0.6,0.95
SHIRT PACKAGING,Fashion & Apparel,shirt packaging,814.3,medium,2.0,Wood,2.1656,0.3752,0.6862,0.7695,0.8177,Bamboo,0.2443,2.6058,0.6,0.95
soil bag,Agriculture,soil bag,,,1.0,Plastic (HDPE),3.358,15.9993,0.7633,0.0492,,Bamboo,1.3397,14.2904,0.6,0.95
jeans packaging,Fashion & Apparel,jeans packaging,596.3,medium,2.0,Plastic (PET),0.4689,2.1581,0.6838,,0.7774,Recycled Cardboard,0.2981,0.3578,0.92,0.82
conditioner bottle,Cosmetics,conditioner bottle,318.4,medium,2.0,Plastic (HDPE),0.225,1.1209,0.7845,0.0525,0.8247,Glass,0.3821,0.5732,0.95,0.1
machine part box,Industrial,machine part box,,low,1.0,Plastic (HDPE),2.5912,13.2614,0.7132,0.0528,0.9486,Recycled Cardboard,1.8558,2.227,0.92,0.82
pill box,Pharmaceuticals,pill box,,high,3.0,Glass,0.5083,0.3742,0.9394,0.0948,0.9803,Glass,0.3531,0.5297,0.95,0.1
bolt set packaging,Industrial,bolt set packaging,5666.3,high,3.0,Cardboard,2.6858,4.9426,0.9107,0.8043,0.5413,Steel (Tinplate),16.999,7.9329,0.88,0.02
Garden Tool Box,Agriculture,garden tool box,21475.1,low,1.0,Plastic (HDPE),14.9763,,0.7362,0.052,0.8976,Bioplastic (PLA),17.1801,60.1303,0.3,0.85
lipstick case,cosmetics,lipstick case,0.318 kg,medium,2.0,Aluminum,0.705,2.6951,0.9031,0.0192,0.9541,Bamboo,0.0953,1.0165,0.6,0.95
picture frame box,Household,picture frame box,3809.6,high,3.0,Glass,7.8408,,0.8707,0.1053,0.8922,Bioplastic (PLA),3.0477,10.667,0.3,0.85
battery_packaging,Industrial,battery packaging,18755.0,low,1.0,Wood,50.4382,9.5243,0.7513,0.7555,0.8485,Steel (Tinplate),56.265,26.257,0.88,0.02
baby toy packaging,Toys & Games,baby toy packaging,2989.6,medium,2.0,Cardboard,1.4875,2.7498,0.8006,,0.56,Recycled Cardboard,1.4948,1.7938,0.92,0.82
garden tool box,Agriculture,garden tool box,22724.5,low,,Cardboard,10.8929,19.9655,0.8498,,0.5479,Hemp Fiber,4.5449,77.2633,0.65,0.96
EGG CARTON,Food & Beverage,egg carton,1477.2,low,1.0,Aluminum,3.4045,12.3815,0.873,0.0205,0.9373,Bioplastic (PLA),1.1818,4.1362,0.3,0.85
vegetable clamshell,Fresh Produce,vegetable clamshell,2.956 kg,high,3.0,Kraft Paper,1.2092,2.0062,0.8305,0.8494,0.424,Kraft Paper,2.0689,1.1822,0.85,0.88
toy car box,Toys & Games,toy car box,946.6,medium,2.0,Styrofoam (EPS),0.3608,3.0899,0.1067,,0.5819,Bamboo,0.284,3.029,0.6,0.95
compost bag,Agriculture,compost bag,188.3,,1.0,Kraft Paper,0.0767,0.1304,0.9128,0.8572,0.4318,Bamboo,0.0565,0.6025,0.6,0.95
remote control toy box,Toys & Games,remote control toy box,2.335 kg,low,,Cardboard,1.2107,2.0633,0.876,0.7094,0.5389,Recycled Cardboard,1.1674,1.4009,0.92,0.82
injection packaging,Pharmaceuticals,injection packaging,38.4,medium,2.0,Cardboard,0.0192,0.0366,0.8825,0.74,0.5688,Recycled Cardboard,0.0192,0.023,0.92,0.82
canned tuna,Food & Beverage,canned tuna,,,1.0,Steel (Tinplate),0.7831,1.6524,0.9437,,0.9191,Recycled Cardboard,0.2728,0.3273,0.92,0.82
laptop box,Electronics,laptop box,4231.3,medium,2.0,Plastic (PET),3.2417,15.2847,0.765,0.0519,,Mycelium,0.4231,16.9252,0.4,0.99
canned beans,Food & Beverage,canned beans,169.3,medium,2.0,Glass,0.3208,0.2001,0.9341,0.0933,0.9335,Seaweed Film,0.0085,0.7451,0.45,0.98
monitor_box,Electronics,monitor box,0.271 kg,high,3.0,Plastic (PET),0.2098,1.0752,0.6767,0.0474,0.7805,Mycelium,0.0271,1.0844,0.4,0.99
shirt packaging,Fashion & Apparel,shirt packaging,943.8,medium,2.0,Plastic (PET),0.7808,3.1323,0.7245,0.0494,0.8819,Recycled Cardboard,0.4719,0.5663,0.92,0.82
action figure box,Toys & Games,action figure box,2183.1,medium,2.0,Styrofoam (EPS),0.8503,7.0243,0.1069,0.0098,,Bamboo,0.6549,6.986,0.6,0.95
LEGO box,Toys & Games,LEGO box,991.0,medium,2.0,Cardboard,0.5459,0.8174,0.9006,0.7316,0.5865,Recycled Plastic,1.7838,0.991,0.9,0.1
trash bag roll,Household,trash bag roll,3423.3,low,1.0,Cardboard,1.5954,3.284,0.8605,0.7392,,Recycled Cardboard,1.7116,2.054,0.92,0.82
berry punnet,Fresh Produce,berry punnet,1.28 kg,medium,2.0,Cardboard,0.6655,1.1005,0.7976,0.7742,0.5198,Bioplastic (PLA),1.024,3.584,0.3,0.85
battery packaging,Industrial,battery packaging,4773.2,low,1.0,Wood,12.8999,2.4707,0.7029,0.8564,0.8674,Recycled Aluminum,3.8186,11.4557,0.95,0.02
educational toy box,Toys & Games,educational toy box,2516.5,medium,2.0,Cardboard,1.2632,2.2457,0.9134,0.7761,0.5577,Recycled Cardboard,1.2582,1.5099,0.92,0.82
FERTILIZER BAG,Agriculture,fertilizer bag,10635.0,low,1.0,Plastic (HDPE),7.8506,37.9425,0.8255,0.0526,0.8606,Kraft Paper,7.4445,4.254,0.85,0.88
fruit net bag,Fresh Produce,fruit net bag,,high,3.0,Plastic (PET),1.4614,7.2802,0.7447,0.0446,0.8179,Bioplastic (PLA),1.4614,5.1148,0.3,0.85
jeans packaging,Fashion & Apparel,jeans packaging,1427.7,low,1.0,Wood,3.8087,0.6883,0.7113,0.8067,,Kraft Paper,0.9994,0.5711,0.85,0.88
Machine Part Box,Industrial,machine part box,6.519 kg,high,3.0,corrugated cardboard,3.5102,6.2773,0.9492,0.7394,0.5838,Recycled Cardboard,3.2594,3.9112,0.92,0.82
LEGO box,Toys & Games,LEGO box,1474.3,medium,2.0,Cardboard,0.7803,1.3963,,0.7484,0.5079,Recycled Cardboard,0.7371,0.8846,0.92,0.82
mascara tube,Cosmetics,mascara tube,202.0,high,3.0,Aluminum,0.4572,1.6357,0.9343,0.0231,1.0,Recycled Plastic,0.3636,0.202,0.9,0.1
fertilizer bag,Agriculture,fertilizer bag,15288.0,low,1.0,Cardboard,7.8358,14.467,0.8909,0.7529,0.561,Bamboo,4.5864,48.9217,0.6,0.95
wire coil packaging,Industrial,wire coil packaging,16071.6,high,3.0,high density PE,,58.5404,0.7638,0.051,0.7681,Recycled Cardboard,8.0358,9.643,0.92,0.82
mushroom tray,Fresh Produce,mushroom tray,262.7,,2.0,Kraft Paper,0.105,0.1952,0.8335,0.9375,0.4389,Seaweed Film,0.0131,1.1559,0.45,0.98
accessory pouch,Fashion & Apparel,accessory pouch,0.304 kg,medium,2.0,Plastic (PET),0.227,1.0715,0.7301,0.0447,0.8405,Recycled Cardboard,0.1519,0.1823,0.92,0.82
detergent bottle,Household,detergent bottle,3.577 kg,low,1.0,Cardboard,1.6878,3.3815,0.9296,0.7558,0.5407,Recycled Plastic,6.4392,3.5773,0.9,0.1
shampoo bottle,Cosmetics,shampoo bottle,85.5,medium,2.0,Plastic (PET),0.0644,0.3296,0.672,0.0461,,Bioplastic (PLA),0.0684,0.2394,0.3,0.85
perfume bottle,Cosmetics,perfume bottle,193.5,medium,,Glass,0.3475,0.2248,0.9764,0.097,0.8169,Recycled Aluminum,0.1548,0.4644,0.95,0.02
battery packaging,Industrial,battery packaging,14924.7,low,1.0,Steel (Tinplate),19.1513,44.1978,0.8976,0.0206,0.9466,Steel (Tinplate),44.774,20.8945,0.88,0.02
Premium melon wrap,Fresh Produce,melon wrap,1243.3,high,3.0,Kraft Paper,0.5044,0.8679,0.8721,0.9084,0.4625,Kraft Paper,0.8703,0.4973,0.85,0.88
picture frame box,Household,picture frame box,1383.8,low,1.0,Glass,2.3536,1.6276,0.9665,0.1004,0.916,Recycled Cardboard,0.6919,0.8303,0.92,0.82
battery packaging - eco,Industrial,battery packaging,,high,3.0,Cardboard,1.1146,1.7978,,0.6873,0.5611,Recycled Cardboard,1.112,1.3344,0.92,0.82
Premium frozen food box,Food & Beverage,frozen food box,,low,1.0,Steel (Tinplate),1.1174,2.3699,0.9027,0.0194,0.9909,Bioplastic (PLA),0.6162,2.1566,0.3,0.85
herb packaging,Fresh Produce,herb packaging,497.5,high,3.0,PET,0.3875,1.8714,0.7573,0.0464,0.7612,Kraft Paper,0.3483,0.199,0.85,0.88
mushroom tray,Fresh Produce,mushroom tray,1.63 kg,high,3.0,Kraft Paper,0.6207,1.0881,0.872,0.8577,0.446,Kraft Paper,1.1407,0.6518,0.85,0.88
picture frame box,Household,picture frame box,2138.5,medium,2.0,Cardboard,1.0479,2.0769,0.8857,0.7476,0.5319,Recycled Cardboard,1.0692,1.2831,0.92,0.82
paper towel wrap,Household,paper towel wrap,1234.2,low,1.0,Glass,2.2811,,0.9991,0.098,0.9409,Recycled Cardboard,0.6171,0.7405,0.92,0.82
conditioner bottle,Cosmetics,conditioner bottle,,high,3.0,Aluminum,0.3125,1.3109,0.9967,0.0215,0.9849,Recycled Aluminum,0.1207,0.3622,0.95,0.02
Salad Bag,Fresh Produce,salad bag,1239.4,medium,2.0,Kraft Paper,0.4875,0.8813,0.846,,0.4159,Mycelium,0.1239,4.9574,0.4,0.99
hair spray can,Cosmetics,hair spray can,180.2,medium,2.0,Glass,0.3234,0.2217,0.8837,,0.8882,Recycled Aluminum,0.1441,0.4324,0.95,0.02
pill box - eco,Pharmaceuticals,pill box,152.2,high,3.0,Plastic (HDPE),0.1021,0.5076,0.7787,0.0461,0.8231,Glass,0.1827,0.274,0.95,0.1
compost bag - eco,Agriculture,compost bag,17925.6,low,1.0,Kraft Paper,7.4717,12.4557,0.8588,0.8231,,Bioplastic (PLA),14.3405,50.1917,0.3,0.85
mushroom_tray,FRESH PRODUCE,mushroom tray,1467.3,medium,2.0,Kraft Paper,0.6304,1.0267,0.8533,0.8421,0.4843,Bioplastic (PLA),1.1739,4.1085,0.3,0.85
tool_packaging,Industrial,tool packaging,15406.4,,1.0,Cardboard,7.1548,15.3701,0.7985,0.7794,0.5313,Recycled Aluminum,12.3251,36.9753,0.95,0.02
Premium soil bag,Agriculture,soil bag,18154.3,low,1.0,Kraft Paper,6.9083,13.2209,0.8702,0.9022,0.4739,Bioplastic (PLA),14.5235,50.8321,0.3,0.85
cereal box,Food & Beverage,cereal box,1.846 kg,medium,2.0,Glass,3.4133,2.2683,0.9761,0.0987,0.8944,Glass,2.2149,3.3224,0.95,0.1
milk jug,Food & Beverage,milk jug,1443.5,medium,2.0,Glass,2.3863,1.8098,0.907,0.091,0.8876,Recycled Plastic,2.5984,1.4435,0.9,0.1
frozen food box,Food & Beverage,frozen food box,299.1,low,1.0,Cardboard,0.1545,0.2605,0.9252,0.7725,0.5945,Recycled Plastic,0.5383,0.2991,0.9,0.1
wire coil packaging,Industrial,wire coil packaging,17354.7,high,3.0,Wood,41.98,9.3786,0.6988,0.7353,0.8403,Steel (Tinplate),52.0641,24.2966,0.88,0.02
smartwatch box - eco,Electronics,smartwatch box,295.0,medium,2.0,Cardboard,0.1578,0.2788,0.9113,0.7661,0.5604,Hemp Fiber,0.059,1.003,0.65,0.96
chemical drum,Industrial,chemical drum,14.102 kg,high,3.0,paperboard,7.3767,13.5793,0.8826,0.7257,0.5692,Recycled Aluminum,11.2812,33.8436,0.95,0.02
Tool Packaging,Industrial,tool packaging,18612.5,high,3.0,Plastic (HDPE),11.678,69.2024,0.7371,0.0491,0.7902,Recycled Cardboard,9.3062,11.1675,0.92,0.82
salad bag,Fresh Produce,salad bag,2737.9,medium,2.0,Plastic (PET),2.1452,9.8143,0.6934,0.0459,0.8809,Bioplastic (PLA),2.1903,7.6662,0.3,0.85
herb packaging,Fresh Produce,herb packaging,1432.7,high,,Plastic (PET),1.1783,5.5415,0.759,0.0526,0.7449,Bioplastic (PLA),1.1461,4.0114,0.3,0.85
CANDLE BOX,Household,candle box,2310.8,high,3.0,Cardboard,1.1544,,0.9022,0.7532,0.5304,Recycled Cardboard,1.1554,1.3865,0.92,0.82
headphone case,Electronics,headphone case,3029.6,medium,2.0,Cardboard,1.3517,2.5915,,0.7004,0.5952,Bamboo,0.9089,9.6947,0.6,0.95
toner bottle,Cosmetics,toner bottle,0.25 kg,medium,2.0,Plastic (HDPE),0.1751,0.8991,0.7336,0.0497,0.8462,Bioplastic (PLA),0.2001,0.7002,0.3,0.85
bolt set packaging,Industrial,bolt set packaging,,low,1.0,Plastic (HDPE),3.159,15.414,,0.0468,0.867,Steel (Tinplate),12.7881,5.9678,0.88,0.02
gaming console box,Electronics,gaming console box,3858.2,high,3.0,Plastic (PET),3.133,14.9008,0.7424,,0.8416,Bamboo,1.1575,12.3463,0.6,0.95
lipstick case,Cosmetics,lipstick case,218.9,high,3.0,Aluminum,0.4302,1.9187,1.0,0.0211,0.9606,Recycled Plastic,0.3941,0.2189,0.9,0.1
garden tool box,Agriculture,garden tool box,12.076 kg,low,1.0,Cardboard,5.8542,10.4202,0.8567,0.7104,0.5836,Kraft Paper,8.4531,4.8304,0.85,0.88
cleaning spray,Household,cleaning spray,275.7,medium,2.0,Styrofoam (EPS),0.1182,0.9598,0.1011,0.0096,0.5269,Glass,0.3308,0.4962,0.95,0.1
thermometer case - eco,Pharmaceuticals,thermometer case,146.4,high,3.0,Cardboard,0.0709,0.1273,0.8847,0.7371,0.5689,Glass,0.1757,0.2635,0.95,0.1
building blocks box,Toys & Games,building blocks box,1346.3,low,1.0,Styrofoam (EPS),,4.4849,0.0937,0.0101,0.6281,Recycled Plastic,2.4233,1.3463,0.9,0.1
hair spray can,Cosmetics,hair spray can,444.0,medium,2.0,Plastic (HDPE),0.3188,,,0.0465,0.8546,Glass,0.5328,0.7992,0.95,0.1
soil bag,Agriculture,soil bag,7.838 kg,low,1.0,Kraft Paper,3.2807,5.1638,0.7748,0.8546,0.4442,Bamboo,2.3514,25.0817,0.6,0.95
face cream jar,Cosmetics,face cream jar,164.0,high,3.0,Aluminum,0.3719,,0.8908,0.0188,0.9203,Bioplastic (PLA),0.1312,0.4591,0.3,0.85
apple tray,Fresh Produce,apple tray,582.2,high,3.0,Plastic (PET),0.4796,2.2232,0.6905,0.0552,0.7598,Kraft Paper,0.4076,0.2329,0.85,0.88
shirt packaging,Fashion & Apparel,shirt packaging,359.1,low,1.0,Wood,1.0054,0.1828,0.6987,,0.7387,Kraft Paper,0.2514,0.1436,0.85,0.88
shoe box,Fashion & Apparel,shoe box,401.3,low,1.0,Plastic (PET),0.2806,1.5196,0.7145,0.0527,0.7643,Bamboo,0.1204,1.2842,0.6,0.95
candle box,Household,candle box,2343.6,medium,2.0,Cardboard,1.1016,2.1328,0.9277,0.7579,0.5555,Bioplastic (PLA),1.8749,6.562,0.3,0.85
smartphone box,Electronics,smartphone box,4880.8,medium,2.0,Plastic (PET),4.0496,18.6173,,0.0469,0.8348,Recycled Cardboard,2.4404,2.9285,0.92,0.82
seed packet,Agriculture,seed packet,18035.7,low,1.0,paperboard,,15.9318,0.9503,0.771,0.5419,Bamboo,5.4107,57.7143,0.6,0.95
machine part box,Industrial,machine part box,5615.9,low,1.0,Wood,13.8557,2.7374,0.7248,,0.826,Recycled Aluminum,4.4927,13.478,0.95,0.02
handbag packaging,Fashion & Apparel,handbag packaging,752.3,low,1.0,Plastic (PET),0.5903,2.6024,,0.049,0.7526,Bamboo,0.2257,2.4074,0.6,0.95
nail polish bottle,Cosmetics,nail polish bottle,321.2,medium,2.0,Plastic (HDPE),0.2209,1.1045,0.7379,0.0552,0.8662,Bamboo,0.0964,1.0278,0.6,0.95
tie box,Fashion & Apparel,tie box,1300.7,medium,2.0,Wood,3.3662,0.6305,0.6916,0.8447,0.8579,Kraft Paper,0.9105,0.5203,0.85,0.88
fertilizer bag,Agriculture,fertilizer bag,23347.3,low,1.0,Kraft Paper,9.0495,15.8639,,0.9541,0.469,Kraft Paper,16.3431,9.3389,0.85,0.88
bandage box,Pharmaceuticals,bandage box,226.7,medium,2.0,Cardboard,0.118,0.2093,0.8943,0.73,0.5731,Recycled Cardboard,0.1133,0.136,0.92,0.82
educational toy box,Toys & Games,educational toy box,0.178 kg,medium,2.0,Cardboard,0.0869,0.1696,0.8889,,0.5429,Bamboo,0.0534,0.5691,0.6,0.95
first aid kit,Pharmaceuticals,first aid kit,45.7,high,3.0,Glass,0.0782,0.058,0.9978,0.1017,0.8898,Glass,0.0548,0.0822,0.95,0.1
Vegetable Clamshell,Fresh Produce,vegetable clamshell,1508.2,high,,card board,0.7495,1.4014,0.8985,0.7167,0.538,Mycelium,0.1508,6.0327,0.4,0.99
ointment tube,pharmaceuticals,ointment tube,102.0,medium,2.0,Plastic (HDPE),0.0719,0.3392,0.7532,0.0473,,Glass,0.1224,0.1835,0.95,0.1
power bank box,Electronics,power bank box,7675.5,medium,2.0,Styrofoam (EPS),3.1251,26.7204,0.1003,0.0105,0.6022,Recycled Cardboard,3.8378,4.6053,0.92,0.82
perfume bottle,Cosmetics,perfume bottle,477.0,medium,2.0,Plastic (HDPE),0.3452,1.5789,,0.0517,,Recycled Aluminum,0.3816,1.1448,0.95,0.02
lipstick case,Cosmetics,lipstick case,354.3,high,3.0,Glass,0.6322,0.4645,0.9818,0.1005,0.9583,Recycled Aluminum,0.2835,0.8504,0.95,0.02
bandage box,Pharmaceuticals,bandage box,255.7,medium,2.0,Cardboard,0.1255,0.2315,0.7917,0.7354,0.5416,Bioplastic (PLA),0.2046,0.7161,0.3,0.85
Premium mineral water,Food & Beverage,mineral water,644.6,low,1.0,Steel (Tinplate),,1.7902,0.9211,0.0186,0.9591,Recycled Cardboard,0.3223,0.3868,0.92,0.82
body lotion bottle,Cosmetics,body lotion bottle,389.3,high,3.0,Glass,0.7491,0.4351,0.9555,0.1019,0.8001,Recycled Aluminum,0.3114,0.9343,0.95,0.02
bread bag,food & beverage,bread bag,941.9,low,1.0,Cardboard,0.492,0.8644,0.9079,0.7894,0.5353,Recycled Cardboard,0.471,0.5651,0.92,0.82
foundation bottle,Cosmetics,foundation bottle,50.1,high,3.0,Glass,0.0911,0.0592,0.9273,0.1063,0.8597,Recycled Aluminum,0.0401,0.1202,0.95,0.02
compost bag,Agriculture,compost bag,,low,1.0,Plastic (HDPE),12.6399,58.9173,0.758,0.052,0.8317,Kraft Paper,12.4785,7.1306,0.85,0.88
ointment tube,Pharmaceuticals,ointment tube,245.9,medium,2.0,Glass,0.4427,0.2983,0.9112,0.1033,0.9422,Recycled Cardboard,0.123,0.1476,0.92,0.82
fertilizer bag,Agriculture,fertilizer bag,20179.6,,1.0,Cardboard,9.6475,19.2702,0.9553,0.6845,0.562,Bamboo,6.0539,64.5747,0.6,0.95
wire coil packaging,Industrial,wire coil packaging,17883.7,low,,Plastic (HDPE),12.1383,57.1382,0.8088,0.0536,0.8899,Recycled Cardboard,8.9419,10.7302,0.92,0.82
machine part box,Industrial,machine part box,11032.3,low,1.0,Plastic (HDPE),8.2041,41.9032,0.7477,0.0524,0.8344,Recycled Cardboard,5.5162,6.6194,0.92,0.82
medicine bottle (imported),Pharmaceuticals,medicine bottle,220.7,high,3.0,Plastic (HDPE),0.1465,,0.7517,0.0473,0.8534,Glass,0.2648,0.3972,0.95,0.1
memory card case,Electronics,memory card case,,medium,2.0,Plastic (PET),0.3405,1.5837,0.7195,0.0504,0.8039,Bamboo,0.1295,1.3808,0.6,0.95
seed packet,Agriculture,seed packet,,low,1.0,Kraft Paper,1.2434,2.1664,0.882,0.853,0.4307,Bamboo,0.9644,10.2874,0.6,0.95
detergent bottle,Household,detergent bottle,481.7,medium,2.0,Styrofoam (EPS),0.1931,1.6244,0.1006,0.0103,0.5693,Bioplastic (PLA),0.3854,1.3488,0.3,0.85
tie box,Fashion & Apparel,tie box,476.6,low,1.0,Cardboard,0.2286,0.4099,0.8766,0.7628,0.5576,Recycled Cardboard,0.2383,0.286,0.92,0.82
soda can,Food & Beverage,soda can,51.1,medium,2.0,Glass,0.0964,0.065,0.9615,0.0923,0.8912,Seaweed Film,0.0026,0.2249,0.45,0.98
vitamin bottle - eco,Pharmaceuticals,vitamin bottle,0.12 kg,medium,2.0,Cardboard,0.0561,0.1039,,0.7384,0.6167,Bioplastic (PLA),0.0957,0.335,0.3,0.85
nail polish bottle,Cosmetics,nail polish bottle,433.4,medium,2.0,Aluminum,,3.3489,0.8375,0.0186,0.9163,Bioplastic (PLA),0.3467,1.2135,0.3,0.85
lipstick case,Cosmetics,lipstick case,0.332 kg,medium,2.0,Plastic (PET),0.2813,1.1783,0.6673,0.0483,0.7601,Glass,0.3987,0.598,0.95,0.1
conditioner bottle (imported),Cosmetics,conditioner bottle,426.0,medium,2.0,Plastic (HDPE),0.2966,1.4319,0.7112,0.0486,0.7991,Glass,0.5112,0.7668,0.95,0.1
fertilizer_bag,Agriculture,fertilizer bag,17328.3,low,1.0,Kraft Paper,6.2505,,0.7871,0.8799,0.4378,Bioplastic (PLA),13.8627,48.5193,0.3,0.85
baby toy packaging,Toys & Games,baby toy packaging,1026.4,low,1.0,Plastic (PET),0.8384,3.5892,0.6992,0.0522,0.8001,Recycled Cardboard,0.5132,0.6158,0.92,0.82
tool packaging,Industrial,tool packaging,1680.6,,1.0,Cardboard,0.8758,1.4914,,0.6973,0.5486,Recycled Cardboard,0.8403,1.0084,0.92,0.82
nail polish bottle,Cosmetics,nail polish bottle,150.0,,2.0,Plastic (PET),,0.5825,0.7371,0.0563,0.7603,Bamboo,0.045,0.48,0.6,0.95
Premium baby toy packaging,Toys & Games,baby toy packaging,1559.1,medium,2.0,Cardboard,,1.4244,0.7989,0.7166,0.5482,Recycled Cardboard,0.7796,0.9355,0.92,0.82
jam jar,Food & Beverage,jam jar,1741.4,low,1.0,Aluminum,3.6965,14.3082,0.8895,0.0186,1.0,Recycled Cardboard,0.8707,1.0448,0.92,0.82
Premium supplement jar,Pharmaceuticals,supplement jar,88.9,high,3.0,Cardboard,0.0443,0.0855,0.9242,0.7636,0.5323,Bioplastic (PLA),0.0712,0.249,0.3,0.85
sunscreen tube,Cosmetics,sunscreen tube,308.8,medium,2.0,Glass,0.5109,0.3698,1.0,0.0963,0.8635,Glass,0.3705,0.5558,0.95,0.1
mushroom tray,fresh produce - eco,mushroom tray,793.5,medium,2.0,Cardboard,0.3797,0.646,0.8618,0.8208,0.5653,Kraft Paper,0.5554,0.3174,0.85,0.88
paper towel wrap,Household,paper towel wrap,3975.2,medium,2.0,Glass,7.2461,,0.9722,0.1054,0.9044,Recycled Cardboard,1.9876,2.3851,0.92,0.82
lubricant container,Industrial,lubricant container,19164.9,high,3.0,Cardboard,9.4732,19.4031,0.8181,0.7651,0.5863,Steel (Tinplate),57.4946,26.8308,0.88,0.02
shampoo bottle,Cosmetics,shampoo bottle,205.6,high,3.0,Glass,0.3531,0.2301,0.9023,0.0962,0.8984,Bioplastic (PLA),0.1645,0.5756,0.3,0.85
syrup bottle (imported),Pharmaceuticals,syrup bottle,189.8,high,3.0,Glass,0.3231,0.2306,0.9032,0.0952,0.905,Glass,0.2278,0.3417,0.95,0.1
action figure box,Toys & Games,action figure box,1360.2,low,1.0,Styrofoam (EPS),0.5327,4.1711,0.0983,0.0096,0.5952,Bamboo,0.4081,4.3528,0.6,0.95
moisturizer jar,Cosmetics,moisturizer jar,127.6,,3.0,Glass,0.2065,0.15,0.8991,0.1096,0.8424,Recycled Plastic,0.2297,0.1276,0.9,0.1
charger box (imported),Electronics,charger box,6127.8,high,3.0,Styrofoam (EPS),2.431,22.1312,,0.0096,0.6092,Mycelium,0.6128,24.5113,0.4,0.99
tie box,Fashion & Apparel,tie box,331.1,low,,Wood,0.8835,0.1637,0.6833,0.774,0.8536,Recycled Cardboard,0.1655,0.1987,0.92,0.82
Tablet Packaging,Electronics,tablet packaging,4320.1,high,3.0,Styrofoam (EPS),1.7877,14.3161,0.0978,0.0101,0.5986,Recycled Cardboard,2.16,2.592,0.92,0.82
USB cable box,Electronics,USB cable box,7157.0,high,3.0,Cardboard,3.4648,6.4037,0.9565,0.738,0.6004,Bamboo,2.1471,22.9024,0.6,0.95
paint can,Industrial,paint can,18567.4,medium,2.0,Wood,46.2242,9.6593,0.6831,0.8212,,Recycled Cardboard,9.2837,11.1404,0.92,0.82
sunscreen tube,Cosmetics,sunscreen tube,75.4,medium,2.0,Plastic (PET),0.0644,0.2933,0.7388,0.0498,0.8909,Recycled Plastic,0.1357,0.0754,0.9,0.1
cookie tin,Food & Beverage,cookie tin,1258.8,medium,,Cardboard,0.6524,1.1156,,0.6716,0.5453,Glass,1.5105,2.2658,0.95,0.1
sunscreen_tube,Cosmetics,sunscreen tube,382.6,high,3.0,Plastic (HDPE),0.2474,,0.7241,0.0499,0.8603,Bioplastic (PLA),0.306,1.0712,0.3,0.85
charger box,Electronics,charger box,1632.3,medium,2.0,Plastic (PET),,5.8881,0.7356,0.0483,0.8387,Mycelium,0.1632,6.5292,0.4,0.99
milk jug,Food & Beverage,milk jug,530.0,low,1.0,Steel (Tinplate),0.7723,1.744,,0.0198,0.9527,Bioplastic (PLA),0.424,1.4841,0.3,0.85
rice bag,Food & Beverage,rice bag,457.2,medium,,Glass,0.7456,0.5051,1.0,0.1019,0.8609,Recycled Plastic,0.823,0.4572,0.9,0.1
toy car box,Toys & Games,toy car box,1.965 kg,low,1.0,Styrofoam (EPS),0.7656,,0.0962,0.0104,0.5787,Bamboo,0.5896,6.2893,0.6,0.95
deodorant stick,Cosmetics,deodorant stick,308.4,high,3.0,Aluminum,0.6598,2.5091,0.9274,0.0205,1.0,Recycled Plastic,0.5551,0.3084,0.9,0.1
belt packaging,Fashion & Apparel,belt packaging,65.4,low,1.0,Plastic (PET),0.0484,0.2747,0.7617,0.0524,0.7688,Recycled Cardboard,0.0327,0.0393,0.92,0.82
battery packaging,Industrial,battery packaging,4537.6,medium,2.0,Wood,11.5277,2.255,0.6944,0.7852,0.7927,Steel (Tinplate),13.6128,6.3527,0.88,0.02
mouse box,Electronics,mouse box,7753.8,high,3.0,Cardboard,3.8916,7.1732,0.9037,,0.5547,Bamboo,2.3261,24.8121,0.6,0.95
vitamin bottle,Pharmaceuticals,vitamin bottle,285.7,medium,2.0,Glass,0.5627,0.3497,0.9583,0.1013,0.8966,Bioplastic (PLA),0.2285,0.7999,0.3,0.85
hair spray can,Cosmetics,hair spray can,0.267 kg,medium,2.0,Glass,0.4679,0.3225,0.906,0.0912,0.8687,Bamboo,0.0801,0.8539,0.6,0.95
Premium soil bag,Agriculture,soil bag,5.666 kg,low,1.0,Kraft Paper,2.314,4.0701,0.9096,,,Kraft Paper,3.9665,2.2666,0.85,0.88
mushroom tray,Fresh Produce,mushroom tray,2266.9,medium,2.0,Cardboard,,2.168,0.9083,0.7531,0.5018,Bioplastic (PLA),1.8135,6.3474,0.3,0.85
jeans packaging,Fashion & Apparel,jeans packaging,0.939 kg,medium,2.0,Plastic (PET),0.7329,3.6893,0.7977,0.0485,,Bamboo,0.2817,3.0049,0.6,0.95
safety equipment box,Industrial,safety equipment box,6880.4,medium,,Plastic (HDPE),4.8105,25.0238,0.7951,0.0473,0.715,Steel (Tinplate),20.6413,9.6326,0.88,0.02
